For Black Eyes Only|human-cloning|irish-stereotype|toe-sucking|hair-dryer|cliffhanger|james-bond-spoof|tidal-wave|antarctica|blaxploitation|disgruntled-customer|extension-cord|detroit-michigan
Mishpacha|tv-mini-series
"Good-bye|character-says-great-day-in-the-morning|dressing|rhyme-in-title|magazine-advertisement|newspaper|search|missing-dog|bird-dog|coming-of-age|dogfight|reading|song|gunshot|cabin|reference-to-millard-fillmore|dead-mother|swamp|dead-rat|boy-dog-relationship|mother-son-relationship|axe|dog-chasing-a-dog|doughnut|food|sawing-wood|tourist|dead-duck|nightshirt|dead-chicken|dog-actor|memory|coffee|sense-of-smell|reference-to-mobile-alabama|hunting|saying-goodbye|money|naming-a-dog|hunting-dog|old-lyme-connecticut|bayou|black-american|tourist-attraction|pursuit|power-saw|snoring|title-spoken-by-character|porch|alligator|ducks-in-v-formation|cornfield|orphanage|running|rifle|lost-love|u.s.-president|training-a-dog|roebuckers|hound-dog|buttermilk|uncle-nephew-relationship|reference-to-god|mississippi|southern-u.s.|pascagoula-river|sleeping|illiteracy|eating|bed|hickory-nut|rowboat|singer|dog-kennel|20-gauge-shotgun|rocking-chair|quail|voice-over-narration|telegram|lantern|throwing-a-dead-rat-out-a-window|pickup-truck|killing-a-chicken|children|hunter|old-man|crying|punctuation-in-title|dog-cage|shotgun|prayer|laughing|water-rat|magazine|hyphen-in-title|bacon|book|sleeping-with-a-dog|lost-dog|squirrel|reference-to-moses|pascagoula-swamp|spelling|shopping-list|holding-an-axe-like-a-shotgun|false-teeth|whistling|writing|handshake|reward|box-office-flop|basenji|reference-to-jesus-christ|reading-aloud|reference-to-buffalo-bill|general-store|fireplace|based-on-novel|comma-in-title|reference-to-isis|quail-hunting|killing-a-rat|reference-to-john-brown|father-son-relationship|man-boy-relationship|orphan|tears|chase|dog|rope|singing|finders-keepers|african-american|carrying-a-dog-on-one's-shoulders|gumdrop|river
Metropolitan|secret-love|tempermental-star|first-of-trilogy|diva|metropolitan|audition|dialogue-driven|class-differences|farm|car-trouble|wrench|ambition|wealth|music-conductor|pianist|apartment|drinking-game|part-of-trilogy|seduction|hamptons|automobile|opera|new-york|socialite|competition|aristocracy|debutante|christmas|tea|fishing|opera-singer|marriage-proposal|loner|new-york-city|new-york-city|upper-class|independent-film|hotel|bus|student|preppie|teenager|chase|dog|philadelphia-pennsylvania
Penthouse - The World of Philip Mond|female-rear-nudity|female-frontal-nudity|penthouse|softcore
Modern Day Slaves: OFW Overseas Foreign Workers|hispanic|human-rights|asian-american|buddhist|islamic|latino|third-world|slavery|women|asian|christian|independent-film|educational|docudrama|jewish|african-american|religious
Gloire et fortune: la grande imposture|tv-mini-series
Sweating Indian Style|native-american|new-age|independent-film
Snoken|private-detective|house-boat|dog
Mafiosa|tv-mini-series
Gregorio|boy|character-name-in-title|children|child-labor|death-of-father
La Gerusalemme liberata|1500s
Home by Christmas|divorcee|christmas
60 Second Film School: You Too Can Be a Fight Choreographer|hand-to-hand-combat|kung-fu|mixed-martial-arts|martial-artist|fight-choreography|martial-arts-master|martial-arts|martial-arts-training|fighting-style
Below the Line|mockumentary|degeneration|low-budget|rin-tin-tin|making-of|independent-film|melodrama|dog
Jours tranquilles à Sarajevo|sarajevo|play
Dead Search|death|b-horror|google|search-engine|murder
The Witches and the Grinnygog|tv-mini-series
À nos profs bien-aimés|teacher
Hunger Strife|cartune-special|inspector|ranger|diet|bear
Who's the Caboose?|fake-documentary|film-industry|comedian|audition|mockumentary|television-industry|improvisation|satire|actress|showbiz|hollywood-california|boyfriend-girlfriend-relationship|documentary-filmmaking|new-york-city|los-angeles-california|independent-film|film-making|comedy-club|actor|talent-agent
(2002-05-17)|live-music|music-video|live-performance|lip-synching|pop-music|non-fiction|non-fiction|chart-show
Ball Is Ball (Be It Ever So Humble)|amateur|football|soccer
Vrouwenvleugel|prison|drugs|soap|lesbian|lesbianism
P.D. James|performer-name-in-title|character-name-in-title|period-in-title
Earthlight|independent-film
Peeping Pete|character-name-in-title
Jean Kent|character-name-in-title
The Lost Ball|2d-animation
"Bert Rigby|character-name-in-title|showbiz
Wunschkind|women|docudrama
The Fortune Cookie|insurance-fraud|american-football|cameraman|racist-remark|ford-mustang-fastback|law|injury|satire|whirlpool|male-bonding|friendship|crooked-lawyer|insurance|cynicism|racism|football|wiretap|hospital|whistler's-mother|surveillance|fraud|cleveland-browns|food-in-title|friendship-between-men|nun|irreverence|scam|nurse|lawyer|extramarital-affair|ex-husband-ex-wife-relationship|crisis-of-conscience|lawsuit|golddigger|divorce
Prima pagare poi ricordare|based-on-novel
Drie dozijn rode rozen|based-on-play
(#49.23)|conundrum|number-game|math-whiz|oxford-english-dictionary|vocabulary|wordsmith
Who Is Landyn Banx?|audition|knife|impostor|landyn-banx|black-and-white
The Changing Face of Evil|24th-century
Assignment K|west-germany|spy|secret|europe|agent|independent-film|england|austria|based-on-novel
600 000 francs par mois|based-on-play|number-in-title|based-on-novel
Xin tian long ba bu zhi tian shan tong lao|wuxia|based-on-novel
Vauhtia - Tempo 1-2|forest|sawmill|wood-pulp-mill|wood-industry|timber|paper-industry|lumberjack|forest-industry|logger
Tiempo real|criminal-gang|double-cross|long-take|single-take|caper|mexico|heist|betrayal|armored-car-robbery|murder
Jill's Birthday|bloopers-during-credits
Behind the Tunes: Strictly for the Birds - Tweety & Sylvester's Award Winning Team-Up|looney-tunes
Lisa i zayats|forest|rooster|homelessness|wolf|fairy-tale|fox|bear|animal-in-title|based-on-folk-tale|wilderness|rabbit|bull
Poker d'As|character-name-in-title|based-on-novel
(#22.26)|conundrum|number-game|math-whiz|oxford-english-dictionary|vocabulary|wordsmith
Russian Playground|paintball|teenager
The Crimson Flash|serial
'Der Schlunz - Die Serie' - Das Making of|movie-connection-in-title|interview|making-of|behind-the-scenes
La fin de Charles le Téméraire|based-on-novel
Fiona Cooper DVD 199|striptease|lingerie|breasts
Der Glockengießer von Tirol|heimatfilm|jealousy|rural-setting|territory-name-in-title
The Tutu Fairy|fairy
The Mighty Casey|baseball|narrator|character-name-in-title|narration|title-based-on-poem|robot
Hellraiser: Deader|hook|hit-by-a-subway|pinhead|subway|seventh-part|bare-breasts|wrist-slitting|crack-house|hole-in-torso|lifting-someone-into-the-air|newspaper-office|chosen-one|lifting-female-in-air|topless-female-nudity|woman-wearing-only-a-man's-shirt|suicide|kneed-in-the-groin|journalist|blood-spatter|good-versus-evil|stabbed-in-the-chest|gore|snuff-film|sequel|shot-in-the-head|male-full-frontal-nudity|torture|destiny|bad-smell|lesbian|back-from-the-dead|chain|hallucination|male-nudity|independent-film|stabbing|severed-hand|romania|female-nudity|lesbianism|insane-asylum|bath|flashback|handcuffs|male-rear-nudity
Mars: The New Evidence|mars-express-probe|mars|methane|dust-storm|mars-odyssey-probe|snow|hydrothermal-vent|playing-guitar|laser|mars-reconnaissance-orbiter|martian-meteorite|olympus-mons|magnetic-field|spectroscopy|movie-clip|radio-dish-antenna|analogy|life-on-mars|dry-lightning|phoenix-mars-lander|climbing-wall|hematite|year-2006|aurora-borealis|year-2010|lab-experiment|ferric-oxide
"Aww|party|public-humiliation|monster|prank|underwear|locker-room|undressing
Star Wars: The Legacy Revealed|colon-in-title|five-word-title
La fiesta del chivo|dictator|based-on-novel|father|murder
The Music of Kurt Weill: September Songs|independent-film
The Making of a Leader (1919-1968)|canada|prime-minister|politician
Un ángel de la calle|based-on-book
Ikaruv pád|alcoholism
Far til fire på landet|single-parent-family|third-part|family-relationships|sequel|children|country-city
The Broken Doll|native-american|british-blonde|human-hair|melodrama|dolls
(#1.4749)|kissing|therapy|bed|love|hugging
Friday Night with Jonathan Ross|friday|day-in-title|interview|performer-name-in-title|british-comedy|late-night|musical-guest|celebrity-interview|name-in-title|five-word-title
(#1.9843)|drinking|kissing|dancing|jealousy|love
Die Nacht ist heller als der Tag - Das kurze Leben des Malers Andreas Walser|reenactment
Kids' Ten Commandments: A Life and Seth Situation|bible|number-in-title|character-name-in-title
Varsity Show|fraternity-pin|theatrical-producer|theater-owner|dancer|theater-producer|theater|national-guard|hazing|tutoring|college-student|examination|singer|mayor|professor|amateur-theater|college|new-york-city|show-business|police|director|financial-crisis|mistaken-identity|mumps
Xenosaga Episode III: Also Sprach Zarathustra|fictional-war|space-war
Trachtenburg Family Slideshow Players: Off and on Broadway|trachtenburg-family-slideshow-players
The Helping Hand|melodrama
The Bolshoi Ballet|ballet|dancer|performance|dance|stage
"Box|box
The Drop In|environmental-activism
Billard à l'étage|vengeance
Johari Window|loading-gun|pump-action-shotgun|police-officer-shot|police-officer|police-officer-shot-in-the-back|state-trooper|playing-chicken|police-officer-shot-in-the-chest|flashlight|butterfly|operation-game|police-officer-killed|shootout|moth|transformation
Laurel Avenue|parent-child-relationship|drug-dealer|drug-addict|minnesota|police-officer|husband-wife-relationship|family-relationships|crack-cocaine|church|st.-paul-minnesota|interracial-relationship|minneapolis-minnesota|african-american
Le rendez-vous perpétuel|pregnancy|abortion|nightmare|nurse|doctor
The Green Berets|exploding-bridge|jeep|explosion|death|bodyguard|double-agent|grenade-launcher|capture|wilhelm-scream|special-ops|prisoner-of-war|elitism|ak-47|publicity|boots|airplane|patrol|bayonet|child-murder|forest|combat|child-with-gun|lifting-person-in-air|attack|shot-in-the-chest|knife|bomb|military-life|kidnapping|double-cross|battle|punched-in-the-chest|restaurant|military-leadership|saboteur|bare-chested-male|vietnam|booby-trap|mortar|hand-to-hand-combat|fighter-pilot|captain|army-life|color-in-title|revenge|blood|explosive|bombardment|lieutenant|hanging|general|escape|siege|beach|mission|deforestation|m-16|dog-tag|journalist|farmer|heavy-rain|blood-spatter|directed-by-star|father-figure|beret|press-conference|stabbed-in-the-chest|seduction|smoke|night-vision-binoculars|action-hero|rocket-launcher|death-of-friend|secret-mission|m-60-machine-gun|impalement|exploding-building|sergeant|parachute|medic|rifle|controversial|falling-from-height|bridge|smoke-grenade|refugee|blood-on-shirt|shot-in-the-head|u.s.-army|last-stand|propaganda|helicopter|binoculars|air-base|undercover|little-boy|dead-animal|war-victim|cigarette-lighter|female-in-bra|knife-throwing|gun|vietnam-war|model|machine-gun|guitar|top-secret|airfield|american-soldier|hand-grenade|deception|shot-in-the-back|limousine|spy|body-in-trunk|pistol|bulldozer|jungle|arm-sling|mansion|tough-guy|casualty-of-war|green-beret|walkie-talkie|exploding-helicopter|landmine|stabbed-in-the-back|motorcycle|freedom-fighter|ambush|target-practice|helicopter-crash|battlefield|war-violence|gunship|crossbow|jumping-from-an-airplane|colonel|vietcong|nco|military|firearm|knife-fight|massacre|machete|uniform|fighter-plane|stretcher|war-refugee|korean-war-veteran|based-on-novel|evacuation|martial-arts|corpse|soldier|female-spy|shot-in-the-face|special-forces|gatling-gun|doctor|orphan|undressing|army-base|dog|violence|three-word-title|hero|karate|vietnamese-soldier|murder|river
Rosalie et Léontine vont au théâtre|character-name-in-title
Cómo seducir a una mujer|question-in-title
Comic Relief III|tv-special|comic-relief-the-charity|sequel
Max in the City|character-name-in-title
Der Kinematograph|silent-movie
The Night of the Strangler|woman-drowned|brother-brother-relationship|dead-woman-stripped|murder-of-wife|drowning-in-a-bathtub|murder-of-sister|dead-woman-in-bath-tub|racism|dead-woman-being-stripped|death-by-snakebite|independent-film|death-of-sister|murder-disguised-as-suicide|pregnant-woman-murdered|dead-woman-with-eyes-open|murder
Das Ende vom kleinen Glück|kissing|scolding|brother-brother-relationship|bare-chested-male|bed
Gubijinsô|father-daughter-relationship|promise-of-marriage|seduction|teacher-student-relationship|based-on-novel|family-honor|orphan
Bernhard Kimmel - der Al Capone aus der Pfalz|armed-robbery|germany|murder
Chastine|charlie-chaplin
Da Istanbul ordine di uccidere|woman-shot|pantyhose|death-of-woman|espionage|dead-woman|stockings|shoe|close-up|microfilm|dead-woman-on-floor|high-heels|shot-to-death|based-on-novel|woman's-shoe
Making Stuff: Stronger|metallurgist|ceramic|slow-motion-scene|wine-glass|tensile-strength|elevator|genetic-engineering|lego|compressive-strength|wind-turbine|molecular-model|dirt-track-racing|suspension-bridge|periodic-table-of-the-elements|silly-string|toucan|silk|milk-and-cookies|chalk|drag-line|toughness|protein|nylon|aircraft-carrier-landing|clay|reference-to-harold-edgerton|grumman-a-6-intruder|abalone-shell|shoes|kevlar|iron|uss-john-c.-stennis-aircraft-carrier|milking-a-goat|f-18-hornet|reference-to-wallace-carothers|.22-calibre-bullet|aluminum|grumman-c-2-greyhound|some-scenes-animated|chemical-structure|ejection|steel|spider-silk|arresting-cable|calcium|slinky|hexagon|carbon
Welcome to Mooseport|ring|retirement|political-campaign|diner|upskirt|airplane|debate|moose|plumber|wager|architect|cheating|media-circus|small-town|first-lady|restaurant|dating|golf|voyeur|cleavage|hardware-store|beach|date|scantily-clad-female|drunkenness|lead-actor's-last-film|panties|blue-panties|pride|u.s.-president|maine|secret-service|black-panties|bar|donkey|pink-panties|helicopter|fantasy-sequence|mayor|honesty|farce|pickup-truck|tv-news|jogging|fight|voyeurism|marriage-proposal|election|jealousy|mating-animals|yellow-panties|underwear|male-nudity|veterinarian|independent-film|box-office-flop|white-panties|public-nudity|town-politics|red-panties|doctor|dog|tarmac
Recht van antwoord|judge|non-fiction|dispute
"Eventyret om dansk film 6: Festligt|number-in-title|1930s|sequel
Petróleo en Ecuador: Una historia de energía humana|amazon-rainforest|oil-company
Bus Takedown|speed|spike|bullrun|rally|goldberg
Ben yüe|moon-fairy|mooncake|august-15
Prairie Moon|romantic-song|ranch|undisciplined-child|sing-along|deputy-sheriff|fistfight|western-swing|song|inheritance|runaway-horse|cattle-rustling|ruse|comic-lyric|sheriff|slang|waterfall|car-chase|one-room-schoolhouse|misdirection|falling-off-horse|revenge|judge|executor|police-car|cowboys-and-outlaws|posse|whipcracking|guardian|will|impostor|western-band|control-of-property|singing-cowboy|hideout|dangerous-prank|whip|estate-executor|heir|safe-deposit|runaway-buckboard|school|yodel|hidden-canyon|schoolteacher|adoption|ambush|shootout|contemporary-west|comic-sidekick|chicago-illinois|gunfire|fire|attempted-murder|orphan-brothers|lasso|western-music|gunfight|orphan|chase|barn-dance
Sprout|sitcom|alternative|human-rights|buddhist|unemployment|tv-mini-series|student-film|women|children|christian|independent-film|puppetry|educational|spiritual|flat-share
Reactionary|humvee|war-on-terrorism|desert|war-crime|delta-force|u.s.-army|military|afghanistan|soldier|special-forces
Dad... Can I Borrow the Car?|avant-garde|family-relationships|automobile|drivers-ed|1960s|hot-rod|teenager|experimental-film
Son of Hitler|hitler|character-name-in-title|independent-film
Sansone|mercenary|samson|muscleman|greco-roman-wrestling|beefcake|rescue|legendary-hero|adventure-hero|bare-chested-male|shield|hand-to-hand-combat|steel-helmet|peplum|cult-hero|hercules|tyrant|one-man-army|action-hero|beefcake-martial-arts|character-name-in-title|sword|soldier-of-fortune|dictator|bare-chested-male-fighting|tough-guy|gladiator|strongman|spear|warrior|martial-arts|bare-chested-male-bondage|sword-fight|wrestling|army|chase|violence|disarming-someone|hero
That Rhythm... Those Blues|reenactment|independent-film
Avenida de Mayo 1063|number-in-title|soap|soap-opera
A Small War: Part 1|medical-examination
Le guetteur|bank-robber|female-full-frontal-nudity|money|woods|sniper|gangster|throat-cut|police|identity|female-nudity|rooftop|chase|paris-france|murder|police-investigation
Cântico Final|based-on-novel
Charlesworth at Large|character-name-in-title|scotland-yard
(#33.26)|conundrum|number-game|math-whiz|oxford-english-dictionary|vocabulary|wordsmith
Grace & Glorie|regret|death|based-on-play|reminiscence|character-name-in-title|friendship|dying|punctuation-in-title|caregiver|hospice|ampersand-in-title|widow|respect
Ultra MusicFestival Experience 2005|tiësto|electric-daisy-carnival|music-conference|ultra-music|electronic-music|dance-music|ultra|ritm|ultra-records|winter-conference|bubble|music-festival|rave-music|dance-music-festival
Jamie Lee Curtis/James Brown/Ellen Shipley|pokies|bra-less|nipples-visible-through-clothing|clothespin|clothespin-on-nipples|t-shirt|nipple-pinching
Bakkerij Samson|scolding|jealousy
The Superhero|super-powers|chinese-carryout-food|superhero-costume|insurance-fraud|newspaper-clipping|grandmother-grandson-relationship|comic-book-collection|faked-death|chinese-takeout-box|grandmother|superhero|life-insurance|hanging-from-a-ledge|superhero-spoof|comic-book-collector|burning-building|gun-running|duffel-bag-full-of-money|locked-in-a-basement|safe-full-of-money|squeegee|storage-unit|fall-from-height|night-vision|reference-to-superman|reference-to-the-hulk|old-lady|x-ray-vision|homeless-teenager
J. Lyle|independent-film
24 mesures|female-nudity
Eagle of the Night|serial
Africa11|human-rights|third-world|african|docudrama
Mighty Mouse in the First Snow|super-powers|capture|song|forest|mighty-mouse|rescue|trapper|trap|parody|animal|snow|series|villain|escape|terry-toon|mouse|pursuit|menace|hunger|winter|spoof|jolly-frolics|character-name-in-title|duplicity|woods|singer|theme-song|deception|fox|oily-hair|rabbit's-foot|chase|hero
Ringading Brothers|batfink
Speckle Bird|hit-with-a-blackjack|artist|wheelchair|jail-cell|paralyzed|horse-trailer|father-son-relationship|falling-off-a-horse
Kaptein Sabeltann og jakten på den magiske diamant|character-name-in-title
Tokusô saizensen 2012 - bakuha 0.01 byô mae no onna|tv-mini-series
Animal Cracker Circus|color-rhapsodies|scrappy-the-character|surrealism
Captive of Billy the Kid|henchman|horse
I Came Upon a Midnight Fear|north-pole|wilderness
Throwdown|blog|blackmail|fitness|sister-sister-relationship|crossfit|failing-class|obstetrician
The Vatican Tapes|place-name-in-title|country-name-in-title|exorcism|city-name-in-title|video-tape
The Giant Claw Robberies|human-animal-relationship
Big Nickel|police|toronto-ontario-canada
Yes I Can|disabilities|extreme-sports|spanking
Fu quan|fight|martial-arts
It's a Woman's World|anthology
Runaway Universe|telescope-mirror|type-1a-supernova|dark-matter|white-dwarf|reference-to-einstein|fog|liquid-nitrogen|dark-energy|red-shift|golden-age-of-cosmology|astrophotography|reference-to-edwin-hubble|helium-balloon|duct-tape|some-scenes-animated|local-group-of-galaxies|spectrum|red-dwarf|hubble-space-telescope
Where Do You Stand? Stories from an American Mill|union
Bedevilled Rabbit|bear-trap|dynamite|reference-to-bugs-bunny|tasmanian-devil|merrie-melodies|parachute|tasmania|drag-costume|jungle|surrealism
Álmodik az állatkert|zoo|animal|nature
The Abominable Snow Rabbit|albuquerque-new-mexico|hyperbolic-elongation|abominable-snowman|looney-tunes|reference-to-bugs-bunny|yeti|duck|reference-to-daffy-duck|fake-rabbit-ears|bigfoot|rabbit-suit|stupidity|himalayas|cult-film|sasquatch|hyperbolic-physical-distortion|surrealism|palm-springs-california|rabbit
Bong & Donnell|character-name-in-title
Alpsee|gay|youth|gay-interest|experimental-film
Kounterfeit|independent-film
Cold Turkey|stray-dog|ice-box|cold-turkey|cartoon-dog|painting-a-room|contest|no-cast-of-characters-credits|publicity|smoking|television-production|turkey-the-bird|turkey-the-bird|halloween|pluto-the-character|hit-with-a-rolling-pin|talking-to-the-camera|cartoon-cat|black-boy|axe|animal-abuse|media-circus|small-town|separated|urination|wet-paint|employer-employee-relationship|cigarette-smoking|sibling-rivalry|surgery|covered-in-paint|kitchen|tourist-attraction|police-officer|raffle|apartment|oswald-the-rabbit|rolling-pin|satire|water-cooler|surgeon|crabbiness|ink|sequel|turkey-as-live-animal|awning|co-worker|helicopter|alcoholic-drink|air-base|based-on-comic|commercial|black-woman|christmas|falling-through-an-awning|gunshot-wound|goofy-holler|gun-shaped-lighter|madcap-comedy|iowa|church|paint|employee|landlord|smokestack|hiccup|part-live-action|craziness|greed|heartland|breaking-the-fourth-wall|surrealism|military|paint-bucket|preacher|policeman|thanksgiving|slapstick-comedy|based-on-novel|anti-communist|massage-parlor|television|telephone-call|coughing|spilled-paint|ticket|wrestling|apartment-building|painted-floor|mutt-and-jeff|parrot|quitting-smoking|rabbit|office|boss|ink-stain
"Ci risiamo|drinking|lemon|sidekick|gunshot|roulette|blowtorch|lego|hot-air-balloon|ice-skating|talking-to-the-camera|tapping|captain|bird-poop|roulette-wheel|musical-number|asian-man|money|cork|firing-squad|spaghetti-western|rescue-from-drowning|sham-marriage|gadgets|satire|dancing-girl|spoof|fat-guy|gold|tucson-arizona|roulette-game|bet|ricocheting-bullet|bullet|water-pistol|crook|horse-riding|blinding-light|advertisement|independent-film|magnet|man-dressed-as-woman|mouth-to-mouth|oil-slick|slapstick-comedy|comanche-tribe|martial-arts|sword-fight|falling-off-a-horse|mustache
(2004-03-26)|live-music|music-video|live-performance|lip-synching|pop-music|non-fiction|non-fiction|chart-show
